vessel,hatchdeck,ffmcodes,codprod,packhouse,idpalet,colpal,datescan,hourscan
00302,01A,611124520,0866,7814R,012624,0099,19-Dec-06,1727
00302,01A,611124520,0866,7814R,012645,0099,19-Dec-06,1741
00302,01A,611124520,0866,7814R,012651,0099,19-Dec-06,1917
00302,01A,611124520,0866,7814R,012655,0099,19-Dec-06,1918
00302,01A,611124520,0866,7814R,012664,0099,19-Dec-06,1918
00302,01A,611124520,0866,7814R,012669,0099,19-Dec-06,1924
00302,01A,611124520,0866,7814R,012670,0099,19-Dec-06,1918
00302,01A,611124520,0866,7814R,012679,0099,19-Dec-06,1924
00302,01A,611124520,0866,7814R,012692,0099,19-Dec-06,1918
00302,01A,611124520,0866,7814R,012693,0099,19-Dec-06,1924
00302,01A,611124520,0866,7814R,012704,0099,19-Dec-06,1918
00302,01A,611124520,0866,7814R,012708,0099,19-Dec-06,1924
00302,01A,611124520,0866,7904P,003778,0099,19-Dec-06,1649
00302,01A,611124520,0880,7814R,012609,0099,19-Dec-06,1744
00302,01A,611124520,0880,7814R,012646,0099,19-Dec-06,1917
00302,01A,611124520,0958,7808L,813592,0352,19-Dec-06,1952
00302,01A,611124520,0958,7808L,813594,0352,19-Dec-06,1950
00302,01A,611124520,0965,7710F,017631,0352,19-Dec-06,1950
00302,01A,611124520,0965,7808L,813309,0352,19-Dec-06,1952
00302,01A,611124520,0972,7808L,813585,0352,19-Dec-06,1951
00302,01A,611124520,0989,7808L,813413,0352,19-Dec-06,1952
00302,01A,611124520,0989,7808L,813844,0352,19-Dec-06,1951
00302,01A,611124520,0996,7710F,017527,0352,19-Dec-06,1952
00302,01A,611124520,0996,7808L,813406,0352,19-Dec-06,1952
00302,01A,611124520,866,7704W,006497,0099,19-Dec-06,1806
00302,01A,611124520,965,7814R,012594,0352,19-Dec-06,1727
00302,01A,611124520,996,7814R,012479,0352,19-Dec-06,1745
00302,01B,611124520,0958,7114H,007939,0352,19-Dec-06,1042
00302,01B,611124520,0958,7114H,010860,0352,19-Dec-06,1044
00302,01B,611124520,0958,7114H,010903,0352,19-Dec-06,1131
00302,01B,611124520,0958,7114H,010906,0352,19-Dec-06,1132
00302,01B,611124520,0958,7114H,010907,0352,19-Dec-06,1132
00302,01B,611124520,0958,7114H,010938,0352,19-Dec-06,1211
00302,01B,611124520,0958,7114H,010942,0352,19-Dec-06,1044
00302,01B,611124520,0958,7406A,024624,0352,19-Dec-06,1338
00302,01B,611124520,0958,7406A,024631,0352,19-Dec-06,1321
00302,01B,611124520,0958,7406A,024639,0352,19-Dec-06,1316
00302,01B,611124520,0958,7704W,006760,0352,19-Dec-06,1237
00302,01B,611124520,0958,7704W,006767,0352,19-Dec-06,1239
00302,01B,611124520,0958,7704W,006773,0352,19-Dec-06,1224
00302,01B,611124520,0958,7808L,811656,0352,19-Dec-06,1127
00302,01B,611124520,0958,7808L,811657,0352,19-Dec-06,1130
00302,01B,611124520,0958,7808L,812753,0352,19-Dec-06,1128
00302,01B,611124520,0958,7808L,812756,0352,19-Dec-06,1157
00302,01B,611124520,0958,7808L,812923,0352,19-Dec-06,1155
00302,01B,611124520,0958,7808L,812924,0352,19-Dec-06,1310
00302,01B,611124520,0958,7808L,812925,0352,19-Dec-06,1126
00302,01B,611124520,0958,7808L,813224,0352,19-Dec-06,1321
00302,01B,611124520,0958,7808L,813227,0352,19-Dec-06,1309
00302,01B,611124520,0958,7808L,813230,0352,19-Dec-06,1311
00302,01B,611124520,0958,7808L,813235,0352,20-Dec-06,1947
00302,01B,611124520,0965,7114H,007264,0352,19-Dec-06,1042
00302,01B,611124520,0965,7406A,024616,0352,19-Dec-06,1316
00302,01B,611124520,0965,7406A,024618,0352,19-Dec-06,1314
00302,01B,611124520,0965,7406A,024623,0352,19-Dec-06,1349
00302,01B,611124520,0965,7406A,024628,0352,19-Dec-06,1316
00302,01B,611124520,0965,7406A,024629,0352,19-Dec-06,1315
00302,01B,611124520,0965,7406A,024633,0352,19-Dec-06,1315
00302,01B,611124520,0965,7406A,024640,0352,19-Dec-06,1315
00302,01B,611124520,0965,7704W,006763,0352,19-Dec-06,1223
00302,01B,611124520,0965,7808L,812223,0352,19-Dec-06,1127
00302,01B,611124520,0965,7808L,812914,0352,20-Dec-06,1948
00302,01B,611124520,0965,7808L,812916,0352,19-Dec-06,1155
00302,01B,611124520,0965,7808L,812917,0352,19-Dec-06,1156
00302,01B,611124520,0965,7808L,813188,0352,19-Dec-06,1321
00302,01B,611124520,0965,7808L,813218,0352,19-Dec-06,1312
00302,01B,611124520,0965,7904P,003671,0352,19-Dec-06,1042
00302,01B,611124520,0965,7904P,003675,0352,19-Dec-06,1041
00302,01B,611124520,0965,7904P,003676,0352,19-Dec-06,1041
00302,01B,611124520,0965,7904P,003681,0352,19-Dec-06,1041
00302,01B,611124520,0965,7904P,003682,0352,19-Dec-06,1042
00302,01B,611124520,0972,7114H,007133,0352,19-Dec-06,1131
00302,01B,611124520,0972,7114H,007148,0352,19-Dec-06,1118
00302,01B,611124520,0972,7114H,007149,0352,19-Dec-06,1119
00302,01B,611124520,0972,7114H,010851,0352,19-Dec-06,1238
00302,01B,611124520,0972,7114H,010856,0352,19-Dec-06,1211
00302,01B,611124520,0972,7114H,010859,0352,19-Dec-06,1131
00302,01B,611124520,0972,7114H,010904,0352,19-Dec-06,1119
00302,01B,611124520,0972,7114H,010905,0352,19-Dec-06,1118
00302,01B,611124520,0972,7114H,010944,0352,19-Dec-06,1211
00302,01B,611124520,0972,7114H,010946,0352,19-Dec-06,1212
00302,01B,611124520,0972,7114H,010947,0352,19-Dec-06,1212
00302,01B,611124520,0972,7406A,024617,0352,19-Dec-06,1321
00302,01B,611124520,0972,7406A,024626,0352,19-Dec-06,1322
00302,01B,611124520,0972,7406A,024632,0352,19-Dec-06,1315
00302,01B,611124520,0972,7406A,024638,0352,19-Dec-06,1315
00302,01B,611124520,0972,7704W,006768,0352,19-Dec-06,1224
00302,01B,611124520,0972,7704W,006769,0352,19-Dec-06,1237
00302,01B,611124520,0972,7704W,006771,0352,19-Dec-06,1223
00302,01B,611124520,0972,7704W,006772,0352,19-Dec-06,1224
00302,01B,611124520,0972,7704W,006776,0352,19-Dec-06,1224
00302,01B,611124520,0972,7804H,006338,0352,19-Dec-06,1132
00302,01B,611124520,0972,7808L,812228,0352,19-Dec-06,1125
00302,01B,611124520,0972,7808L,812926,0352,19-Dec-06,1239
00302,01B,611124520,0972,7808L,812930,0352,19-Dec-06,1211
00302,01B,611124520,0972,7808L,812931,0352,19-Dec-06,1212
00302,01B,611124520,0972,7808L,812932,0352,19-Dec-06,1157
00302,01B,611124520,0989,7114H,010909,0352,19-Dec-06,1132
00302,01B,611124520,0989,7406A,024625,0352,19-Dec-06,1315
00302,01B,611124520,0989,7406A,024627,0352,19-Dec-06,1316
00302,01B,611124520,0989,7406A,024641,0352,19-Dec-06,1314
00302,01B,611124520,0989,7704W,006762,0352,19-Dec-06,1237
00302,01B,611124520,0989,7704W,006764,0352,19-Dec-06,1237
00302,01B,611124520,0989,7704W,006770,0352,19-Dec-06,1223
00302,01B,611124520,0989,7704W,006774,0352,19-Dec-06,1224
00302,01B,611124520,0989,7704W,006778,0352,19-Dec-06,1224
00302,01B,611124520,0989,7808L,810904,0352,19-Dec-06,1308
00302,01B,611124520,0989,7808L,810905,0352,19-Dec-06,1309
00302,01B,611124520,0989,7808L,812204,0352,19-Dec-06,1128
00302,01B,611124520,0989,7808L,812933,0352,19-Dec-06,1127
00302,01B,611124520,0989,7808L,812934,0352,19-Dec-06,1126
00302,01B,611124520,0989,7808L,812937,0352,20-Dec-06,1949
00302,01B,611124520,0989,7808L,812938,0352,19-Dec-06,1214
00302,01B,611124520,0989,7808L,812939,0352,19-Dec-06,1156
00302,01B,611124520,0996,7114H,007134,0352,19-Dec-06,1132
00302,01B,611124520,0996,7704W,006766,0352,19-Dec-06,1223
00302,01B,611124520,0996,7704W,006775,0352,19-Dec-06,1224
00302,01B,611124520,0996,7808L,812484,0352,19-Dec-06,1117
00302,01B,611124520,0996,7808L,812705,0352,19-Dec-06,1118
00302,01B,611124520,0996,7808L,812791,0352,19-Dec-06,1118
00302,01B,611124520,1009,7704W,006765,0352,19-Dec-06,1224
00302,01B,611124520,1009,7808L,811005,0352,19-Dec-06,1118
00302,01B,611124520,1009,7814R,012241,0352,19-Dec-06,1238
00302,01B,611124520,1009,7814R,012373,0352,19-Dec-06,1312
00302,01B,611124520,958,7814R,012191,0352,19-Dec-06,1043
00302,01B,611124520,958,7814R,012251,0352,19-Dec-06,1212
00302,01B,611124520,958,7814R,012282,0352,19-Dec-06,1155
00302,01B,611124520,958,7814R,012295,0352,19-Dec-06,1156
00302,01B,611124520,958,7814R,012359,0352,19-Dec-06,1042
00302,01B,611124520,958,7814R,012367,0352,19-Dec-06,1044
00302,01B,611124520,958,7814R,012381,0352,19-Dec-06,1133
00302,01B,611124520,958,7814R,012404,0352,19-Dec-06,1211
00302,01B,611124520,958,7814R,012554,0352,19-Dec-06,1311
00302,01B,611124520,965,7814R,012140,0352,19-Dec-06,1041
00302,01B,611124520,965,7814R,012198,0352,19-Dec-06,1238
00302,01B,611124520,965,7814R,012289,0352,19-Dec-06,1239
00302,01B,611124520,965,7814R,012300,0352,19-Dec-06,1310
00302,01B,611124520,965,7814R,012317,0352,19-Dec-06,1119
00302,01B,611124520,965,7814R,012335,0352,19-Dec-06,1322
00302,01B,611124520,965,7814R,012339,0352,19-Dec-06,1042
00302,01B,611124520,965,7814R,012344,0352,19-Dec-06,1044
00302,01B,611124520,965,7814R,012378,0352,19-Dec-06,1157
00302,01B,611124520,965,7814R,012380,0352,19-Dec-06,1211
00302,01B,611124520,965,7814R,012386,0352,19-Dec-06,1043
00302,01B,611124520,965,7814R,012442,0352,19-Dec-06,1130
00302,01B,611124520,965,7814R,012553,0352,19-Dec-06,1310
00302,01B,611124520,965,7814R,012557,0352,19-Dec-06,1237
00302,01B,611124520,965,7814R,012589,0352,19-Dec-06,1322
00302,01B,611124520,972,7814R,012314,0352,19-Dec-06,1043
00302,01B,611124520,972,7814R,012334,0352,19-Dec-06,1118
00302,01B,611124520,972,7814R,012340,0352,19-Dec-06,1119
00302,01B,611124520,972,7814R,012353,0352,19-Dec-06,1119
00302,01B,611124520,972,7814R,012377,0352,19-Dec-06,1156
00302,01B,611124520,972,7814R,012382,0352,19-Dec-06,1044
00302,01B,611124520,972,7814R,012512,0352,19-Dec-06,1126
00302,01B,611124520,972,7814R,012531,0352,19-Dec-06,1311
00302,01B,611124520,972,7814R,012544,0352,19-Dec-06,1131
00302,01B,611124520,989,7814R,012287,0352,19-Dec-06,1322
00302,01B,611124520,989,7814R,012318,0352,19-Dec-06,1322
00302,01B,611124520,989,7814R,012343,0352,19-Dec-06,1043
00302,01B,611124520,989,7814R,012350,0352,19-Dec-06,1155
00302,01B,611124520,989,7814R,012363,0352,19-Dec-06,1320
00302,01B,611124520,989,7814R,012384,0352,19-Dec-06,1157
00302,01B,611124520,989,7814R,012398,0352,19-Dec-06,1043
00302,01B,611124520,989,7814R,012399,0352,19-Dec-06,1320
00302,01B,611124520,989,7814R,012540,0352,19-Dec-06,1338
00302,01B,611124520,989,7814R,012560,0352,19-Dec-06,1322
00302,01B,611124520,996,7814R,012495,0352,19-Dec-06,1131
00302,01B,611124520,996,7814R,012543,0352,19-Dec-06,1131
00302,01C,611124520,0958,7114H,007136,0352,19-Dec-06,0854
00302,01C,611124520,0958,7114H,007145,0352,19-Dec-06,0825
00302,01C,611124520,0958,7114H,007150,0352,19-Dec-06,0825
00302,01C,611124520,0958,7114H,007269,0352,19-Dec-06,0912
00302,01C,611124520,0958,7114H,007930,0352,19-Dec-06,0926
00302,01C,611124520,0958,7114H,010913,0352,19-Dec-06,0854
00302,01C,611124520,0958,7114H,010914,0352,19-Dec-06,0855
00302,01C,611124520,0958,7114H,010916,0352,19-Dec-06,0854
00302,01C,611124520,0958,7114H,010919,0352,19-Dec-06,0849
00302,01C,611124520,0958,7114H,010930,0352,19-Dec-06,0845
00302,01C,611124520,0958,7404V,008090,0352,19-Dec-06,0718
00302,01C,611124520,0958,7406A,024595,0352,19-Dec-06,0739
00302,01C,611124520,0958,7808L,810854,0352,20-Dec-06,1953
00302,01C,611124520,0958,7808L,810856,0352,19-Dec-06,0820
00302,01C,611124520,0958,7808L,810899,0352,19-Dec-06,0729
00302,01C,611124520,0958,7808L,811111,0352,19-Dec-06,0756
00302,01C,611124520,0958,7808L,811181,0352,19-Dec-06,0819
00302,01C,611124520,0958,7808L,811651,0352,19-Dec-06,0730
00302,01C,611124520,0958,7808L,811652,0352,19-Dec-06,0717
00302,01C,611124520,0958,7808L,811658,0352,19-Dec-06,0822
00302,01C,611124520,0958,7808L,811659,0352,19-Dec-06,0822
00302,01C,611124520,0965,7114H,007261,0352,19-Dec-06,0912
00302,01C,611124520,0965,7114H,007270,0352,19-Dec-06,0911
00302,01C,611124520,0965,7114H,007917,0352,19-Dec-06,0912
00302,01C,611124520,0965,7114H,007929,0352,19-Dec-06,0926
00302,01C,611124520,0965,7114H,007942,0352,19-Dec-06,0925
00302,01C,611124520,0965,7404V,008085,0352,19-Dec-06,0719
00302,01C,611124520,0965,7406A,024605,0352,19-Dec-06,0757
00302,01C,611124520,0965,7406A,024613,0352,19-Dec-06,0755
00302,01C,611124520,0965,7808L,811108,0352,19-Dec-06,0715
00302,01C,611124520,0965,7808L,811176,0352,19-Dec-06,0756
00302,01C,611124520,0965,7808L,811484,0352,19-Dec-06,0728
00302,01C,611124520,0965,7808L,812220,0352,19-Dec-06,0728
00302,01C,611124520,0965,7808L,812225,0352,19-Dec-06,0757
00302,01C,611124520,0965,7904P,003639,0352,19-Dec-06,0926
00302,01C,611124520,0972,7114H,007137,0352,19-Dec-06,0854
00302,01C,611124520,0972,7114H,007139,0352,19-Dec-06,0826
00302,01C,611124520,0972,7114H,007147,0352,19-Dec-06,0825
00302,01C,611124520,0972,7114H,010912,0352,19-Dec-06,0855
00302,01C,611124520,0972,7114H,010915,0352,19-Dec-06,0854
00302,01C,611124520,0972,7114H,010920,0352,19-Dec-06,0854
00302,01C,611124520,0972,7114H,010922,0352,19-Dec-06,0854
00302,01C,611124520,0972,7114H,010923,0352,19-Dec-06,0855
00302,01C,611124520,0972,7114H,010924,0352,19-Dec-06,0849
00302,01C,611124520,0972,7114H,010929,0352,19-Dec-06,0854
00302,01C,611124520,0972,7114H,010931,0352,19-Dec-06,0847
00302,01C,611124520,0972,7404V,008096,0352,19-Dec-06,0718
00302,01C,611124520,0972,7404V,008106,0352,19-Dec-06,0718
00302,01C,611124520,0972,7406A,024592,0352,19-Dec-06,0740
00302,01C,611124520,0972,7406A,024596,0352,19-Dec-06,0740
00302,01C,611124520,0972,7406A,024600,0352,19-Dec-06,0741
00302,01C,611124520,0972,7406A,024608,0352,19-Dec-06,0756
00302,01C,611124520,0972,7406A,024612,0352,19-Dec-06,0756
00302,01C,611124520,0972,7704W,006751,0352,19-Dec-06,0825
00302,01C,611124520,0972,7704W,006754,0352,19-Dec-06,0837
00302,01C,611124520,0972,7704W,006757,0352,19-Dec-06,0840
00302,01C,611124520,0972,7808L,810888,0352,20-Dec-06,1938
00302,01C,611124520,0972,7808L,810911,0352,19-Dec-06,0849
00302,01C,611124520,0972,7808L,810913,0352,19-Dec-06,0820
00302,01C,611124520,0972,7808L,811101,0352,19-Dec-06,0840
00302,01C,611124520,0972,7808L,811102,0352,19-Dec-06,0821
00302,01C,611124520,0972,7808L,811106,0352,19-Dec-06,0846
00302,01C,611124520,0972,7808L,811114,0352,19-Dec-06,0838
00302,01C,611124520,0972,7808L,811479,0352,19-Dec-06,0821
00302,01C,611124520,0972,7808L,811480,0352,19-Dec-06,0822
00302,01C,611124520,0989,7114H,010908,0352,19-Dec-06,0847
00302,01C,611124520,0989,7114H,010925,0352,19-Dec-06,0849
00302,01C,611124520,0989,7406A,024594,0352,19-Dec-06,0738
00302,01C,611124520,0989,7704W,006753,0352,19-Dec-06,0837
00302,01C,611124520,0989,7808L,810824,0352,19-Dec-06,0728
00302,01C,611124520,0989,7808L,810906,0352,20-Dec-06,1954
00302,01C,611124520,0989,7808L,811116,0352,19-Dec-06,0818
00302,01C,611124520,0989,7808L,811119,0352,19-Dec-06,0819
00302,01C,611124520,0989,7808L,812206,0352,19-Dec-06,0758
00302,01C,611124520,0996,7114H,010902,0352,19-Dec-06,0825
00302,01C,611124520,0996,7114H,010921,0352,19-Dec-06,0854
00302,01C,611124520,0996,7114H,010926,0352,19-Dec-06,0846
00302,01C,611124520,0996,7404V,008091,0352,19-Dec-06,0719
00302,01C,611124520,0996,7904P,003697,0352,19-Dec-06,0912
