vessel,hatchdeck,ffmcodes,codprod,packhouse,idpalet,colpal,datescan,hourscan
00302,02B,611124520,0330,7114H,007563,0352,19-Dec-06,0723
00302,02B,611124520,0330,7114H,007572,0352,19-Dec-06,0724
00302,02B,611124520,0330,7114H,007585,0352,19-Dec-06,0532
00302,02B,611124520,0330,7114H,007594,0352,19-Dec-06,0507
00302,02B,611124520,0330,7114H,007599,0352,19-Dec-06,0522
00302,02B,611124520,0330,7114H,007617,0352,19-Dec-06,0807
00302,02B,611124520,0330,7114H,007637,0352,19-Dec-06,0808
00302,02B,611124520,0330,7114H,007649,0352,19-Dec-06,0808
00302,02B,611124520,0330,7404V,007771,0352,19-Dec-06,0852
00302,02B,611124520,0330,7404V,008115,0352,19-Dec-06,1036
00302,02B,611124520,0330,7406A,024320,0352,19-Dec-06,0910
00302,02B,611124520,0330,7702U,001771,0352,20-Dec-06,2019
00302,02B,611124520,0330,7702u,001780,0352,20-Dec-06,2014
00302,02B,611124520,0330,7702U,001863,0352,20-Dec-06,2011
00302,02B,611124520,0330,7710F,016581,0352,19-Dec-06,0552
00302,02B,611124520,0330,7714J,005184,0352,19-Dec-06,0853
00302,02B,611124520,0330,7802F,002744,0352,19-Dec-06,0600
00302,02B,611124520,0330,7802F,002763,0352,19-Dec-06,0551
00302,02B,611124520,0330,7808L,811600,0352,19-Dec-06,0957
00302,02B,611124520,0330,7808L,811791,0352,19-Dec-06,1017
00302,02B,611124520,0330,7808L,811792,0352,19-Dec-06,0958
00302,02B,611124520,0330,7808L,812608,0352,19-Dec-06,1000
00302,02B,611124520,0330,7814R,012018,0352,19-Dec-06,0853
00302,02B,611124520,0330,7814R,012035,0352,19-Dec-06,0833
00302,02B,611124520,0330,7814R,012038,0352,19-Dec-06,0834
00302,02B,611124520,0330,7904P,003728,0352,19-Dec-06,0734
00302,02B,611124520,0330,7904P,003737,0352,19-Dec-06,0721
00302,02B,611124520,0330,7904P,003742,0352,19-Dec-06,1037
00302,02B,611124520,0330,7904P,003746,0352,19-Dec-06,1015
00302,02B,611124520,0330,7904P,003751,0352,19-Dec-06,1037
00302,02B,611124520,0330,7904P,003754,0352,19-Dec-06,1036
00302,02B,611124520,0330,7904P,003755,0352,19-Dec-06,1017
00302,02B,611124520,0330,7904P,003760,0352,19-Dec-06,1037
00302,02B,611124520,0330,7904P,003761,0352,19-Dec-06,1016
00302,02B,611124520,0347,7714J,005102,0352,19-Dec-06,0853
00302,02B,611124520,0347,7714J,005108,0352,19-Dec-06,0853
00302,02B,611124520,0347,7714J,005138,0352,19-Dec-06,0834
00302,02B,611124520,0347,7714J,005140,0352,19-Dec-06,0834
00302,02B,611124520,0347,7802F,002738,0352,19-Dec-06,0724
00302,02B,611124520,0347,7802F,002740,0352,19-Dec-06,0532
00302,02B,611124520,0347,7802F,002745,0352,19-Dec-06,0547
00302,02B,611124520,0347,7802F,002751,0352,19-Dec-06,0541
00302,02B,611124520,0347,7802F,002754,0352,19-Dec-06,0546
00302,02B,611124520,0347,7904P,003747,0352,19-Dec-06,1036
00302,02B,611124520,0347,7904P,003753,0352,19-Dec-06,1017
00302,02B,611124520,0354,7114H,007512,0352,19-Dec-06,0523
00302,02B,611124520,0354,7114H,007522,0352,19-Dec-06,0513
00302,02B,611124520,0354,7114H,007551,0352,19-Dec-06,0733
00302,02B,611124520,0354,7114H,007569,0352,19-Dec-06,0506
00302,02B,611124520,0354,7114H,007583,0352,19-Dec-06,0523
00302,02B,611124520,0354,7114H,007610,0352,19-Dec-06,0801
00302,02B,611124520,0354,7114H,007639,0352,19-Dec-06,0734
00302,02B,611124520,0354,7404V,007900,0352,19-Dec-06,1017
00302,02B,611124520,0354,7702U,001864,0352,19-Dec-06,0834
00302,02B,611124520,0354,7710F,016587,0352,19-Dec-06,0551
00302,02B,611124520,0354,7714J,005161,0352,19-Dec-06,0807
00302,02B,611124520,0354,7802F,002730,0352,19-Dec-06,0600
00302,02B,611124520,0354,7802F,002736,0352,19-Dec-06,0559
00302,02B,611124520,0354,7802F,002737,0352,19-Dec-06,0600
00302,02B,611124520,0354,7802F,002741,0352,19-Dec-06,0532
00302,02B,611124520,0354,7802F,002743,0352,19-Dec-06,0600
00302,02B,611124520,0354,7802F,002746,0352,19-Dec-06,0600
00302,02B,611124520,0354,7804H,006019,0352,19-Dec-06,0514
00302,02B,611124520,0354,7804H,006100,0352,19-Dec-06,0513
00302,02B,611124520,0354,7808L,804754,0352,19-Dec-06,0833
00302,02B,611124520,0354,7808L,804755,0352,19-Dec-06,0734
00302,02B,611124520,0354,7808L,804836,0352,19-Dec-06,0910
00302,02B,611124520,0354,7808L,805525,0352,19-Dec-06,0735
00302,02B,611124520,0354,7808L,805527,0352,19-Dec-06,0744
00302,02B,611124520,0354,7814R,012024,0352,19-Dec-06,0800
00302,02B,611124520,0354,7904P,003736,0352,19-Dec-06,0723
00302,02B,611124520,0354,7904P,003743,0352,19-Dec-06,1015
00302,02B,611124520,0354,7904P,003765,0352,19-Dec-06,1016
00302,02B,611124520,0361,7114H,007006,0352,19-Dec-06,0835
00302,02B,611124520,0361,7114H,007552,0352,19-Dec-06,0550
00302,02B,611124520,0361,7114H,007593,0352,19-Dec-06,0546
00302,02B,611124520,0361,7114H,007598,0352,19-Dec-06,0532
00302,02B,611124520,0361,7114H,007611,0352,19-Dec-06,0801
00302,02B,611124520,0361,7114H,007641,0352,19-Dec-06,0733
00302,02B,611124520,0361,7114H,010953,0352,19-Dec-06,0504
00302,02B,611124520,0361,7404V,007712,0352,19-Dec-06,0909
00302,02B,611124520,0361,7406A,024197,0352,19-Dec-06,0834
00302,02B,611124520,0361,7406A,024291,0352,19-Dec-06,0910
00302,02B,611124520,0361,7406A,024309,0352,19-Dec-06,0853
00302,02B,611124520,0361,7406A,024326,0352,19-Dec-06,0835
00302,02B,611124520,0361,7406A,024350,0352,19-Dec-06,0808
00302,02B,611124520,0361,7802F,002739,0352,19-Dec-06,0559
00302,02B,611124520,0361,7802F,002747,0352,19-Dec-06,0532
00302,02B,611124520,0361,7802F,002757,0352,19-Dec-06,0559
00302,02B,611124520,0361,7802F,002762,0352,19-Dec-06,0541
00302,02B,611124520,0361,7804H,005985,0352,19-Dec-06,0506
00302,02B,611124520,0361,7804H,006010,0352,19-Dec-06,0514
00302,02B,611124520,0361,7804H,006032,0352,19-Dec-06,0513
00302,02B,611124520,0361,7804H,006101,0352,19-Dec-06,0533
00302,02B,611124520,0361,7804H,006114,0352,19-Dec-06,0531
00302,02B,611124520,0361,7808L,804664,0352,19-Dec-06,0759
00302,02B,611124520,0361,7808L,804694,0352,19-Dec-06,0801
00302,02B,611124520,0378,7808L,806452,0352,19-Dec-06,0800
00302,02B,611124520,0378,7814R,012058,0352,19-Dec-06,0852
00302,02B,611124520,0842,7114H,007001,0099,19-Dec-06,0901
00302,02B,611124520,0842,7114H,007005,0099,19-Dec-06,0844
00302,02B,611124520,0842,7114H,007010,0099,19-Dec-06,0824
00302,02B,611124520,0842,7114H,007014,0099,19-Dec-06,0901
00302,02B,611124520,0842,7114H,007017,0099,19-Dec-06,0844
00302,02B,611124520,0842,7114H,007021,0099,19-Dec-06,0900
00302,02B,611124520,0842,7114H,007030,0099,19-Dec-06,0823
00302,02B,611124520,0842,7114H,007031,0099,19-Dec-06,0900
00302,02B,611124520,0842,7114H,007038,0099,19-Dec-06,0823
00302,02B,611124520,0842,7114H,007046,0099,19-Dec-06,0901
00302,02B,611124520,0842,7114H,007561,0099,19-Dec-06,0844
00302,02B,611124520,0842,7114H,007567,0099,19-Dec-06,0900
00302,02B,611124520,0842,7114H,007614,0099,19-Dec-06,0843
00302,02B,611124520,0842,7114H,007622,0099,19-Dec-06,0844
00302,02B,611124520,0842,7114H,007634,0099,19-Dec-06,0910
00302,02B,611124520,0842,7114H,007650,0099,19-Dec-06,0924
00302,02B,611124520,0842,7406A,024172,0099,19-Dec-06,0948
00302,02B,611124520,0842,7406A,024181,0099,19-Dec-06,0911
00302,02B,611124520,0842,7406A,024186,0099,19-Dec-06,0924
00302,02B,611124520,0842,7406A,024194,0099,19-Dec-06,0910
00302,02B,611124520,0842,7406A,024202,0099,19-Dec-06,0936
00302,02B,611124520,0842,7406A,024206,0099,19-Dec-06,0946
00302,02B,611124520,0842,7406A,024213,0099,19-Dec-06,0946
00302,02B,611124520,0842,7406A,024222,0099,19-Dec-06,0947
00302,02B,611124520,0842,7406A,024229,0099,19-Dec-06,0900
00302,02B,611124520,0842,7406A,024293,0099,19-Dec-06,0923
00302,02B,611124520,0842,7406A,024304,0099,19-Dec-06,0935
00302,02B,611124520,0842,7406A,024317,0099,19-Dec-06,0935
00302,02B,611124520,0842,7406A,024323,0099,19-Dec-06,0934
00302,02B,611124520,0842,7710F,016558,0099,19-Dec-06,0936
00302,02B,611124520,0842,7710F,016559,0099,19-Dec-06,0900
00302,02B,611124520,0842,7710F,016562,0099,19-Dec-06,0923
00302,02B,611124520,0842,7710F,016569,0099,19-Dec-06,0924
00302,02B,611124520,0842,7710F,016574,0099,19-Dec-06,0843
00302,02B,611124520,0842,7710F,016578,0099,19-Dec-06,0945
00302,02B,611124520,0842,7710F,016579,0099,19-Dec-06,0947
00302,02B,611124520,0842,7710F,016584,0099,19-Dec-06,0909
00302,02B,611124520,0842,7710F,016585,0099,19-Dec-06,0934
00302,02B,611124520,0842,7710F,016588,0099,19-Dec-06,0947
00302,02B,611124520,0842,7710F,016590,0099,19-Dec-06,0936
00302,02B,611124520,0842,7710F,016591,0099,19-Dec-06,0924
00302,02B,611124520,0842,7710F,016597,0099,19-Dec-06,0935
00302,02B,611124520,0842,7710F,016598,0099,19-Dec-06,0923
00302,02B,611124520,0842,7710F,016750,0099,19-Dec-06,0900
00302,02B,611124520,0842,7714J,005165,0099,19-Dec-06,0945
00302,02B,611124520,0859,7114H,007316,0099,19-Dec-06,0824
00302,02B,611124520,0859,7114H,007630,0099,19-Dec-06,0924
00302,02B,611124520,0859,7114H,007633,0099,19-Dec-06,0923
00302,02B,611124520,0859,7404V,007881,0099,19-Dec-06,0844
00302,02B,611124520,0859,7404V,007888,0099,19-Dec-06,0843
00302,02B,611124520,0859,7404V,007891,0099,19-Dec-06,0844
00302,02B,611124520,0859,7710F,016570,0099,19-Dec-06,0900
00302,02B,611124520,0859,7710F,016599,0099,19-Dec-06,0923
00302,02B,611124520,0859,7714J,005174,0099,19-Dec-06,0922
00302,02B,611124520,0866,7114H,007516,0099,19-Dec-06,0824
00302,02B,611124520,0866,7114H,007517,0099,19-Dec-06,0824
00302,02B,611124520,0866,7114H,007519,0099,19-Dec-06,0824
00302,02B,611124520,0866,7114H,007528,0099,19-Dec-06,0824
00302,02B,611124520,0866,7114H,007530,0099,19-Dec-06,0824
00302,02B,611124520,0866,7114H,007531,0099,19-Dec-06,0823
00302,02B,611124520,0866,7114H,007536,0099,19-Dec-06,0824
00302,02B,611124520,0866,7114H,007596,0099,19-Dec-06,0824
00302,02B,611124520,0866,7404V,007883,0099,19-Dec-06,0844
00302,02B,611124520,0866,7404V,007886,0099,19-Dec-06,0844
00302,02B,611124520,0866,7404V,007890,0099,19-Dec-06,0843
00302,02B,611124520,0866,7406A,024332,0099,19-Dec-06,0958
00302,02B,611124520,0866,7406A,024339,0099,19-Dec-06,0959
00302,02B,611124520,0866,7406A,024341,0099,19-Dec-06,0934
00302,02B,611124520,0866,7406A,024345,0099,19-Dec-06,0935
00302,02B,611124520,0866,7406A,024349,0099,19-Dec-06,0947
00302,02B,611124520,0866,7406A,024352,0099,19-Dec-06,0946
00302,02B,611124520,0866,7406A,024356,0099,19-Dec-06,0959
00302,02B,611124520,0866,7406A,024361,0099,19-Dec-06,0958
00302,02B,611124520,0866,7406A,024367,0099,19-Dec-06,0958
00302,02B,611124520,0866,7406A,024369,0099,19-Dec-06,0959
00302,02B,611124520,0866,7406A,024370,0099,19-Dec-06,0959
00302,02B,611124520,0866,7710F,016568,0099,19-Dec-06,0935
00302,02B,611124520,0866,7710F,016577,0099,19-Dec-06,0923
00302,02B,611124520,0866,7710F,016746,0099,19-Dec-06,0935
00302,02B,611124520,0866,7710F,016748,0099,19-Dec-06,0900
00302,02B,611124520,0866,7714J,004819,0099,19-Dec-06,0946
00302,02B,611124520,0866,7714J,005171,0099,19-Dec-06,0909
00302,02B,611124520,0873,7114H,007618,0099,19-Dec-06,0859
00302,02B,611124520,0873,7406A,024362,0099,19-Dec-06,0946
00302,02B,611124520,958,7814R,012336,0352,19-Dec-06,0320
00302,02B,611124520,989,7814R,012337,0352,19-Dec-06,0312
00302,02B,611124520,989,7814R,012351,0352,19-Dec-06,0237
00302,02B,611124520,989,7814R,012365,0352,19-Dec-06,0237
00302,02B,611124520,989,7814R,012379,0352,19-Dec-06,0354
00302,02C,611124520,0354,7704W,006337,0352,21-Dec-06,1757
00302,02C,611124520,0958,7114H,007209,0352,18-Dec-06,2307
00302,02C,611124520,0958,7114H,007228,0352,19-Dec-06,0014
00302,02C,611124520,0958,7114H,007235,0352,19-Dec-06,0009
00302,02C,611124520,0958,7114H,007243,0352,19-Dec-06,0058
00302,02C,611124520,0958,7114H,007263,0352,19-Dec-06,0042
00302,02C,611124520,0958,7114H,007268,0352,19-Dec-06,0013
00302,02C,611124520,0958,7114H,007299,0352,19-Dec-06,0014
00302,02C,611124520,0958,7404V,008010,0352,19-Dec-06,0201
00302,02C,611124520,0958,7404V,008045,0352,19-Dec-06,0125
00302,02C,611124520,0958,7404V,008055,0352,19-Dec-06,0124
00302,02C,611124520,0958,7404V,008058,0352,19-Dec-06,0250
00302,02C,611124520,0958,7404V,008068,0352,19-Dec-06,0248
00302,02C,611124520,0958,7404V,008083,0352,19-Dec-06,0236
00302,02C,611124520,0958,7404V,008084,0352,19-Dec-06,0236
00302,02C,611124520,0958,7406A,024497,0352,19-Dec-06,0133
00302,02C,611124520,0958,7406A,024502,0352,19-Dec-06,0132
00302,02C,611124520,0958,7406A,024506,0352,19-Dec-06,0125
00302,02C,611124520,0958,7406A,024513,0352,19-Dec-06,0043
00302,02C,611124520,0958,7406A,024516,0352,19-Dec-06,0132
00302,02C,611124520,0958,7406A,024523,0352,19-Dec-06,0227
00302,02C,611124520,0958,7406A,024524,0352,19-Dec-06,0237
00302,02C,611124520,0958,7406A,024591,0352,19-Dec-06,0226
00302,02C,611124520,0958,7704W,006669,0352,19-Dec-06,0152
00302,02C,611124520,0958,7704W,006672,0352,19-Dec-06,0143
00302,02C,611124520,0958,7704W,006679,0352,19-Dec-06,0134
00302,02C,611124520,0958,7704W,006682,0352,19-Dec-06,0134
00302,02C,611124520,0958,7704W,006686,0352,19-Dec-06,0142
00302,02C,611124520,0958,7704W,006692,0352,19-Dec-06,0057
00302,02C,611124520,0958,7704W,006711,0352,19-Dec-06,0249
00302,02C,611124520,0958,7704W,006716,0352,19-Dec-06,0250
00302,02C,611124520,0958,7804H,006272,0352,18-Dec-06,2307
00302,02C,611124520,0958,7804H,006285,0352,19-Dec-06,0013
00302,02C,611124520,0958,7804H,006287,0352,18-Dec-06,2306
00302,02C,611124520,0958,7804H,006301,0352,18-Dec-06,2306
00302,02C,611124520,0958,7804H,006302,0352,18-Dec-06,2306
00302,02C,611124520,0958,7804H,006318,0352,19-Dec-06,0356
00302,02C,611124520,0958,7804H,006319,0352,19-Dec-06,0350
00302,02C,611124520,0958,7804H,006321,0352,19-Dec-06,0031
00302,02C,611124520,0958,7804H,006333,0352,19-Dec-06,0013
00302,02C,611124520,0958,7808L,810715,0352,18-Dec-06,2356
00302,02C,611124520,0958,7808L,810759,0352,19-Dec-06,0006
00302,02C,611124520,0958,7808L,810852,0352,19-Dec-06,0351
00302,02C,611124520,0958,7808L,810919,0352,19-Dec-06,0254
00302,02C,611124520,0958,7808L,810920,0352,19-Dec-06,0256
00302,02C,611124520,0958,7808L,810922,0352,19-Dec-06,0312
00302,02C,611124520,0958,7904P,003701,0352,18-Dec-06,2321
00302,02C,611124520,0958,7904P,003715,0352,18-Dec-06,2323
00302,02C,611124520,0965,7114H,007231,0352,19-Dec-06,0007
00302,02C,611124520,0965,7114H,007237,0352,18-Dec-06,2321
00302,02C,611124520,0965,7114H,007249,0352,18-Dec-06,2321
00302,02C,611124520,0965,7114H,007853,0352,18-Dec-06,2321
00302,02C,611124520,0965,7114H,007860,0352,18-Dec-06,2322
00302,02C,611124520,0965,7114H,007921,0352,19-Dec-06,0152
00302,02C,611124520,0965,7404V,008049,0352,19-Dec-06,0124
00302,02C,611124520,0965,7404V,008054,0352,19-Dec-06,0125
00302,02C,611124520,0965,7404V,008079,0352,19-Dec-06,0249
00302,02C,611124520,0965,7404V,008094,0352,19-Dec-06,0320
00302,02C,611124520,0965,7404V,008099,0352,19-Dec-06,0318
00302,02C,611124520,0965,7406A,024495,0352,19-Dec-06,0133
00302,02C,611124520,0965,7406A,024500,0352,19-Dec-06,0043
00302,02C,611124520,0965,7406A,024504,0352,19-Dec-06,0126
00302,02C,611124520,0965,7406A,024512,0352,19-Dec-06,0023
00302,02C,611124520,0965,7406A,024514,0352,19-Dec-06,0133
00302,02C,611124520,0965,7406A,024520,0352,19-Dec-06,0235
00302,02C,611124520,0965,7406A,024583,0352,19-Dec-06,0228
00302,02C,611124520,0965,7406A,024585,0352,19-Dec-06,0225
00302,02C,611124520,0965,7704W,006671,0352,19-Dec-06,0144
00302,02C,611124520,0965,7704W,006688,0352,19-Dec-06,0058
00302,02C,611124520,0965,7704W,006706,0352,19-Dec-06,0057
00302,02C,611124520,0965,7704W,006714,0352,19-Dec-06,0319
00302,02C,611124520,0965,7704W,006722,0352,19-Dec-06,0256
00302,02C,611124520,0965,7804H,006280,0352,18-Dec-06,2307
00302,02C,611124520,0965,7804H,006284,0352,19-Dec-06,0022
00302,02C,611124520,0965,7804H,006304,0352,18-Dec-06,2306
00302,02C,611124520,0965,7804H,006311,0352,19-Dec-06,0350
00302,02C,611124520,0965,7804H,006330,0352,19-Dec-06,0014
00302,02C,611124520,0965,7808L,810717,0352,19-Dec-06,0023
00302,02C,611124520,0965,7808L,810718,0352,18-Dec-06,2355
00302,02C,611124520,0965,7808L,810743,0352,18-Dec-06,2355
00302,02C,611124520,0965,7808L,810761,0352,18-Dec-06,2355
00302,02C,611124520,0965,7808L,810762,0352,18-Dec-06,2355
00302,02C,611124520,0965,7808L,810843,0352,19-Dec-06,0312
00302,02C,611124520,0965,7808L,810846,0352,19-Dec-06,0355
00302,02C,611124520,0965,7808L,810847,0352,19-Dec-06,0008
00302,02C,611124520,0965,7808L,810848,0352,19-Dec-06,0256
00302,02C,611124520,0965,7808L,810849,0352,18-Dec-06,2307
00302,02C,611124520,0965,7904P,003711,0352,18-Dec-06,2322
00302,02C,611124520,0965,7904P,003714,0352,18-Dec-06,2323
00302,02C,611124520,0972,7114H,007214,0352,19-Dec-06,0014
00302,02C,611124520,0972,7114H,007216,0352,19-Dec-06,0009
00302,02C,611124520,0972,7114H,007230,0352,19-Dec-06,0014
00302,02C,611124520,0972,7114H,007246,0352,19-Dec-06,0151
00302,02C,611124520,0972,7114H,007259,0352,19-Dec-06,0201
00302,02C,611124520,0972,7114H,007265,0352,19-Dec-06,0217
00302,02C,611124520,0972,7114H,007300,0352,19-Dec-06,0009
00302,02C,611124520,0972,7114H,007864,0352,19-Dec-06,0152
00302,02C,611124520,0972,7114H,007927,0352,19-Dec-06,0024
00302,02C,611124520,0972,7114H,007934,0352,19-Dec-06,0058
00302,02C,611124520,0972,7114H,007944,0352,19-Dec-06,0201
00302,02C,611124520,0972,7404V,007969,0352,19-Dec-06,0042
00302,02C,611124520,0972,7404V,008013,0352,19-Dec-06,0031
00302,02C,611124520,0972,7404V,008043,0352,19-Dec-06,0125
00302,02C,611124520,0972,7404V,008052,0352,19-Dec-06,0124
00302,02C,611124520,0972,7404V,008062,0352,19-Dec-06,0042
00302,02C,611124520,0972,7404V,008072,0352,19-Dec-06,0248
00302,02C,611124520,0972,7404V,008081,0352,19-Dec-06,0237
00302,02C,611124520,0972,7404V,008089,0352,19-Dec-06,0318
00302,02C,611124520,0972,7406A,024501,0352,19-Dec-06,0133
00302,02C,611124520,0972,7406A,024507,0352,19-Dec-06,0042
00302,02C,611124520,0972,7406A,024511,0352,19-Dec-06,0134
00302,02C,611124520,0972,7406A,024588,0352,19-Dec-06,0226
00302,02C,611124520,0972,7704W,006668,0352,19-Dec-06,0144
00302,02C,611124520,0972,7704W,006673,0352,19-Dec-06,0142
00302,02C,611124520,0972,7704W,006681,0352,19-Dec-06,0142
00302,02C,611124520,0972,7704W,006695,0352,19-Dec-06,0100
00302,02C,611124520,0972,7704W,006707,0352,19-Dec-06,0058
00302,02C,611124520,0972,7704W,006712,0352,19-Dec-06,0313
00302,02C,611124520,0972,7704W,006715,0352,19-Dec-06,0256
00302,02C,611124520,0972,7704W,006719,0352,19-Dec-06,0257
00302,02C,611124520,0972,7704W,006720,0352,19-Dec-06,0313
00302,02C,611124520,0972,7704W,006729,0352,19-Dec-06,0249
00302,02C,611124520,0972,7804H,006295,0352,18-Dec-06,2307
00302,02C,611124520,0972,7804H,006312,0352,19-Dec-06,0032
00302,02C,611124520,0972,7804H,006313,0352,19-Dec-06,0014
00302,02C,611124520,0972,7804H,006317,0352,19-Dec-06,0349
00302,02C,611124520,0972,7804H,006322,0352,19-Dec-06,0014
00302,02C,611124520,0972,7804H,006324,0352,19-Dec-06,0033
00302,02C,611124520,0972,7804H,006326,0352,19-Dec-06,0032
00302,02C,611124520,0972,7804H,006329,0352,19-Dec-06,0033
00302,02C,611124520,0972,7804H,006336,0352,19-Dec-06,0009
00302,02C,611124520,0972,7808L,810804,0352,18-Dec-06,2356
00302,02C,611124520,0972,7808L,810880,0352,19-Dec-06,0311
00302,02C,611124520,0972,7808L,810881,0352,19-Dec-06,0313
00302,02C,611124520,0972,7808L,810884,0352,19-Dec-06,0312
00302,02C,611124520,0972,7808L,810886,0352,19-Dec-06,0058
00302,02C,611124520,0972,7808L,810887,0352,19-Dec-06,0023
00302,02C,611124520,0972,7808L,811481,0352,19-Dec-06,0355
00302,02C,611124520,0972,7904P,003712,0352,18-Dec-06,2322
00302,02C,611124520,0989,7114H,007244,0352,19-Dec-06,0152
00302,02C,611124520,0989,7114H,007852,0352,19-Dec-06,0200
00302,02C,611124520,0989,7114H,007919,0352,19-Dec-06,0024
00302,02C,611124520,0989,7114H,007931,0352,19-Dec-06,0024
00302,02C,611124520,0989,7114H,007943,0352,19-Dec-06,0043
00302,02C,611124520,0989,7404V,008009,0352,19-Dec-06,0216
00302,02C,611124520,0989,7404V,008012,0352,19-Dec-06,0216
00302,02C,611124520,0989,7404V,008046,0352,19-Dec-06,0125
00302,02C,611124520,0989,7404V,008056,0352,19-Dec-06,0042
00302,02C,611124520,0989,7404V,008057,0352,19-Dec-06,0124
00302,02C,611124520,0989,7404V,008064,0352,19-Dec-06,0249
00302,02C,611124520,0989,7404V,008069,0352,19-Dec-06,0235
00302,02C,611124520,0989,7404V,008073,0352,19-Dec-06,0250
00302,02C,611124520,0989,7404V,008080,0352,19-Dec-06,0236
00302,02C,611124520,0989,7404V,008088,0352,19-Dec-06,0318
00302,02C,611124520,0989,7404V,008097,0352,19-Dec-06,0320
00302,02C,611124520,0989,7404V,008101,0352,19-Dec-06,0318
00302,02C,611124520,0989,7406A,024498,0352,19-Dec-06,0133
00302,02C,611124520,0989,7406A,024503,0352,19-Dec-06,0042
00302,02C,611124520,0989,7406A,024517,0352,19-Dec-06,0134
00302,02C,611124520,0989,7406A,024522,0352,19-Dec-06,0236
00302,02C,611124520,0989,7406A,024587,0352,19-Dec-06,0225
00302,02C,611124520,0989,7406A,024590,0352,19-Dec-06,0227
00302,02C,611124520,0989,7704W,006665,0352,19-Dec-06,0152
00302,02C,611124520,0989,7704W,006666,0352,19-Dec-06,0144
00302,02C,611124520,0989,7704W,006670,0352,19-Dec-06,0143
00302,02C,611124520,0989,7704W,006676,0352,19-Dec-06,0151
00302,02C,611124520,0989,7704W,006678,0352,19-Dec-06,0143
00302,02C,611124520,0989,7704W,006685,0352,19-Dec-06,0132
00302,02C,611124520,0989,7704W,006694,0352,19-Dec-06,0059
00302,02C,611124520,0989,7704W,006713,0352,19-Dec-06,0255
00302,02C,611124520,0989,7704W,006723,0352,19-Dec-06,0300
00302,02C,611124520,0989,7704W,006727,0352,19-Dec-06,0250
00302,02C,611124520,0989,7804H,006279,0352,19-Dec-06,0057
00302,02C,611124520,0989,7804H,006294,0352,18-Dec-06,2307
00302,02C,611124520,0989,7804H,006303,0352,19-Dec-06,0143
00302,02C,611124520,0989,7804H,006314,0352,19-Dec-06,0033
00302,02C,611124520,0989,7808L,810739,0352,18-Dec-06,2306
00302,02C,611124520,0989,7808L,810741,0352,19-Dec-06,0351
00302,02C,611124520,0989,7808L,810749,0352,18-Dec-06,2355
00302,02C,611124520,0989,7808L,810910,0352,19-Dec-06,0255
00302,02C,611124520,0989,7808L,811117,0352,19-Dec-06,0356
00302,02C,611124520,0996,7114H,007940,0352,19-Dec-06,0013
00302,02C,611124520,0996,7404V,008002,0352,19-Dec-06,0043
00302,02C,611124520,0996,7404V,008017,0352,19-Dec-06,0201
00302,02C,611124520,0996,7404V,008021,0352,19-Dec-06,0216
00302,02C,611124520,0996,7404V,008042,0352,19-Dec-06,0042
00302,02C,611124520,0996,7404V,008050,0352,19-Dec-06,0125
00302,02C,611124520,0996,7404V,008053,0352,19-Dec-06,0125
00302,02C,611124520,0996,7404V,008071,0352,19-Dec-06,0236
00302,02C,611124520,0996,7404V,008086,0352,19-Dec-06,0318
00302,02C,611124520,0996,7404V,008103,0352,19-Dec-06,0319
00302,02C,611124520,0996,7404V,008105,0352,19-Dec-06,0320
00302,02C,611124520,0996,7406A,024485,0352,19-Dec-06,0227
00302,02C,611124520,0996,7406A,024499,0352,19-Dec-06,0225
00302,02C,611124520,0996,7406A,024526,0352,19-Dec-06,0226
00302,02C,611124520,0996,7406A,024584,0352,19-Dec-06,0227
00302,02C,611124520,0996,7704W,006718,0352,19-Dec-06,0249
00302,02C,611124520,0996,7804H,006325,0352,19-Dec-06,0350
00302,02C,611124520,1009,7114H,007253,0352,19-Dec-06,0228
00302,02C,611124520,1009,7814R,012128,0352,19-Dec-06,0217
00302,02C,611124520,1009,7814R,012162,0352,19-Dec-06,0013
00302,02C,611124520,958,7814R,012101,0352,19-Dec-06,0058
00302,02C,611124520,958,7814R,012116,0352,19-Dec-06,0031
00302,02C,611124520,958,7814R,012118,0352,19-Dec-06,0216
00302,02C,611124520,958,7814R,012154,0352,19-Dec-06,0151
00302,02C,611124520,958,7814R,012156,0352,19-Dec-06,0058
00302,02C,611124520,958,7814R,012180,0352,19-Dec-06,0217
00302,02C,611124520,958,7814R,012182,0352,19-Dec-06,0216
00302,02C,611124520,958,7814R,012206,0352,19-Dec-06,0355
00302,02C,611124520,958,7814R,012210,0352,19-Dec-06,0202
00302,02C,611124520,958,7814R,012216,0352,19-Dec-06,0217
00302,02C,611124520,958,7814R,012235,0352,19-Dec-06,0152
00302,02C,611124520,958,7814R,012237,0352,19-Dec-06,0357
00302,02C,611124520,958,7814R,012268,0352,19-Dec-06,0202
00302,02C,611124520,965,7814R,012121,0352,19-Dec-06,0201
00302,02C,611124520,965,7814R,012127,0352,19-Dec-06,0031
00302,02C,611124520,965,7814R,012134,0352,19-Dec-06,0032
00302,02C,611124520,965,7814R,012193,0352,19-Dec-06,0351
00302,02C,611124520,965,7814R,012199,0352,19-Dec-06,0248
00302,02C,611124520,965,7814R,012220,0352,19-Dec-06,0349
00302,02C,611124520,965,7814R,012239,0352,21-Dec-06,1740
00302,02C,611124520,965,7814R,012244,0352,19-Dec-06,0353
00302,02C,611124520,965,7814R,012258,0352,19-Dec-06,0255
