3001,RED,A2-B
3002,RED,A2-B
3003,RED,A2-C
3004,RED,A2-C
3005,PINK,A1-L
3006,TAN,A1-J
3007,PINK,A1-L
3008,REY,A1-H
3009,PINK,A1-L
3010,PINK,A1-L
3011,RED,A2-C
3012,RED,A2-C
3013,RED,A2-C
3014,RED,A2-A
3015,PINK,A1-L
3016,YELLOW,D4-141
3017,RED,A2-A
3018,RED,A2-D
3019,SILVER,A2-E
3020,ORANGE,D4-105
3021,RED,A2-A
3022,RED,A2-D
3023,RED,A2-A
3024,RED,A2-A
3025,RED,A2-A
3026,RED,A2-A
3028,RED,A2-D
3029,RED,A2-D
3030,RED,A2-A
3031,RED,A2-A
3032,RED,A2-A
3033,RED,A2-A
3034,FISH,A3
3035,RED,A2-A
3036,RED,A2-A
3037,RED,A2-A
3038,RED,A2-A
3039,RED,A2-E
3040,RED,A2-D
3041,RED,A2-C
3042,RED,A2-A
4916,PINK,A1-L
4917,PINK,A1-L
4918,PURPLE,A1-H
4919,PURPLE,A1-H
4920,PURPLE,A1-H
4921,TAN,A1-J
4922,ORANGE,D4-106
4923,PINK,A1-L
4924,PINK,A1-L
4925,ORANGE,D4-107
4926,ORANGE,D4-108
4927,YELLOW,D4-131
4928,PINK,A1-L
4929,ORANGE,D4-109
4930,RED,A2-C
4931,PINK,A1-L
4932,PINK,A1-L
4933,YELLOW,D4-147
4934,TAN,A1-J
4935,ROSE,A1-H
4936,TAN,A1-J
4937,LILAC,A1-H
4938,PINK,A1-L
4939,BROWN,A1-G
4940,PINK,A1-L
4941,PINK,A1-L
4942,YELLOW,D4-130
4943,RED,A2-C
4944,RED,A2-C
4945,RED,A2-A
4946,RED,A2-A
4947,RED,A2-C
4948,TAN,A1-J
4949,PINK,A1-L
4950,RED,A2-C
4951,RED,A2-C
4952,RED,A2-C
4953,RED,A2-C
4954,RED,A2-C
4955,RED,A2-C
4956,RED,A2-C
4957,RED,A2-C
4958,RED,A2-C
4959,RED,A2-C
4960,RED,A2-E
4961,RED,A2-E
4962,RED,A2-E
4963,RED,A2-E
4964,ORANGE,D4-110
4965,ORANGE,D4-111
4966,PINK,A1-L
4967,PINK,A1-L
4968,RED,A2-E
4969,RED,A2-E
4970,RED,A2-E
4971,RED,A2-A
4972,RED,A2-B
4973,RED,A2-B
4974,RED,A2-B
4978,YELLOW,D4-142
4979,YELLOW,D4-143
4980,YELLOW,D4-144
4981,RED,A2-D
4982,RED,A2-D
4983,RED,A2-B
4984,RED,A2-B
4985,RED,A2-B
4986,PINK,A1-L
4987,ORANGE,D4-112
4988,LILAC,A1-H
4989,ORANGE,D4-113
4990,RED,A2-D
4991,RED,A2-B
4992,PINK,A1-L
4993,RED,A2-B
4994,RED,A2-B
4995,RED,A2-B
4996,RED,A2-B
4997,RED,A2-D
4998,RED,A2-E
4999,RED,A2-E
5969,PINK,A1-K
5970,PINK,A1-K
5971,ORANGE,D4-114
5972,PINK,A1-K
5973,PINK,A1-K
5974,BROWN,A1-G
5975,PINK,A1-K
5976,PINK,A1-K
5977,BROWN,A1-G
5978,BEIGE,A1-H
5979,BEIGE,A1-H
5980,BROWN,A1-G
5981,BROWN,A1-G
5982,BROWN,A1-G
5983,ORANGE,D4-115
